Price,Location,Area,Time,Subtitle,Name
"2,919,200 ج.م",فيليت، القاهرة الجديدة - التجمع•منذ 12 ساعات,160 SQM,منذ 2 أيام,33160 SQM,للبيع كاش و تقسيط بأميز كمبوند في R7 في العاصمه الادارية الجديدة
"5,647,980 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 6 أيام,202 SQM,منذ 12 ساعات,23202 SQM,بنتهاوس 202م متشطب مميز للبيع بأقل سعر في Villette Sodic التجمع الخامس
"1,862,500 ج.م",مصر الجديدة، القاهرة•منذ 2 أيام,149 SQM,منذ 6 أيام,32149 SQM,امتلك شقة مساحة 149م بأميز أحياء بيت الوطن التجمع الخامس
"5,500,000 ج.م",دى جويا، العاصمة الإدارية الجديدة•منذ 6 أيام,275 SQM,منذ 2 أيام,42275 SQM,شقة للبيع 275 م في ارض الجولف – مصر الجديدة شارع احمد الرشيدي
"950,000 ج.مقابل للتفاوض",ماونتن فيو اى سيتي، القاهرة الجديدة - التجمع•منذ 6 أيام,192 SQM,منذ 6 أيام,33192 SQM,شقة 192متر للبيع سعر2021 فوري كمبوند ديجويا3 العاصمة أمام حي السفارات
"350,000 ج.مقابل للتفاوض",القاهرة الجديدة - التجمع، القاهرة•منذ 6 أيام,110 SQM,منذ 2 أيام,21110 SQM,شقه  للبيع في قريه 6اكتوبر النخيل
"3,500,000 ج.م",6 أكتوبر، الجيزة•منذ 6 أيام,165 SQM,منذ 6 أيام,33165 SQM,شقة 165م موقع متميز بماونتن فيو اى سيتي Mountain view i city
"3,500,000 ج.م",المنتزه، الإسكندرية•منذ 4 أيام,246 SQM,منذ 6 أيام,32246 SQM,شقة 246م متشطبة الترا سوبر لوكس للبيع بأقل سعر في النرجس التجمع الخامس
"1,750,000 ج.م",مدينتي، مدينتي•منذ 1 يوم,195 SQM,منذ 6 أيام,33195 SQM,شقه للبيع195م  التوسعات الشماليه
"3,000,000 ج.م",مدينتي، القاهرة•منذ 1 يوم,140 SQM,منذ 4 أيام,22140 SQM,شقة للبيع 140 م المنتزه ( شارع الملك امام حدائق المنتزه )
"3,385,000 ج.م",مدينة نصر، القاهرة•منذ 10 ساعات,134 SQM,منذ 1 يوم,32134 SQM,شقة استلام فورى للبيع فى مدينتى موقع مميز
"1,400,000 ج.م",الشيخ زايد، الجيزة•منذ 6 أيام,142 SQM,منذ 1 يوم,32142 SQM,شقة في البي ٨ جاهزة للاستلام بالتقسيط او كاش باجمالي عقد ٢٩٦٠٠٠٠ فقط
"3,300,000 ج.م",ماونتن فيو - اكتوبر بارك، 6 أكتوبر•منذ 2 أيام,178 SQM,منذ 10 ساعات,32178 SQM,شقة للبيع في مدينة نصر بجوار الرقابة الإدارية تشطيب سوبر لوكس
"3,015,000 ج.م",الشيخ زايد، الجيزة•منذ 5 أيام,75 SQM,منذ 6 أيام,1175 SQM,شقه 74م للبيع الشيخ زايد ديجويا Dejoya بجوار سوديك وwalk of Cairo
"2,000,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 1 أسبوع,200 SQM,منذ 2 أيام,32200 SQM,شقة لقطة للبيع أو الإستثمار
"5,500,000 ج.م",سيدي بشر، الإسكندرية•منذ 3 أيام,280 SQM,منذ 2 أيام,33280 SQM,للبيع ivilla garden type A بكمبوند ماونتن فيو اكتوبر بارك بسعر لقطه #s
"3,500,000 ج.م",مدينتي، القاهرة•منذ 18 دقائق,140 SQM,منذ 5 أيام,22140 SQM,للبيع شقة متشطبة ارضي بحديقه بكمبوند دار مصر الحي ال ١٦ الشيخ زايد
"2,282,800 ج.م",مدينتي، القاهرة•منذ 47 دقائق,124 SQM,منذ 1 أسبوع,23124 SQM,شقه للبيع  124م بحديقه 94م النرجس الجديده التجمع الخامس تسهيلات 60 شهر
"6,700,000 ج.م",جرين سكوير، مدينة المستقبل•منذ 47 دقائق,250 SQM,منذ 3 أيام,32250 SQM,شقه للبيع 250 م سيدى بشر open view على البحر مباشر
"1,488,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 47 دقائق,155 SQM,منذ 5 أيام,32155 SQM,اقل شقة 3غرف فى العاصمة الادارية 1488000 تقسيط 4 سنوات
"7,000,000 ج.م",ذا ادريس ايست، القاهرة الجديدة - التجمع•منذ 1 ساعة,211 SQM,منذ 18 دقائق,33211 SQM,شقه للبيع 211م فيو الحزام الاخضر مدينتي في الb1
"5,420,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 1 ساعة,168 SQM,منذ 47 دقائق,33168 SQM,شقه للبيع بمدينتي ١٦٨م b8 تشطيب شركه for sale in Madinaty
"3,500,000 ج.مقابل للتفاوض",اوبرا سيتي، الشيخ زايد•منذ 1 ساعة,450 SQM,منذ 47 دقائق,65450 SQM,دوبلكس للبيع داخل كمبوند حدائق اكتوبر بجوار البوابه الرابعه
"1,200,000 ج.مقابل للتفاوض",المعادي، القاهرة•منذ 2 ساعات,135 SQM,منذ 47 دقائق,32135 SQM,شقة ببرج فخم ثلاث نواصي وشيك علي المريوطية الرئيسي
"2,750,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 2 ساعات,190 SQM,منذ 47 دقائق,32190 SQM,شقه للبيع
"630,000 ج.مقابل للتفاوض",مدينة نصر، القاهرة•منذ 2 ساعات,90 SQM,منذ 47 دقائق,2190 SQM,شقة للبيع بالشروق
"3,050,000 ج.م",الشيخ زايد، الجيزة•منذ 2 ساعات,175 SQM,منذ 47 دقائق,32175 SQM,شقه للبيع في المهندسين
"4,500,000 ج.م",دار مصر، القاهرة الجديدة - التجمع•منذ 2 ساعات,225 SQM,منذ 47 دقائق,43225 SQM,دوبلكس ريسيل للبيع استلام في المستقبل سيتي جرين سكوير صبور
"2,800,000 ج.م",مدينتي، القاهرة•منذ 3 ساعات,195 SQM,منذ 47 دقائق,32195 SQM,شقه للبيع 195م بالبنفسج عمارات دور ارضي مرتفع متشطبه الترا سوبر لوكس
"500,000 ج.م",6 أكتوبر، الجيزة•منذ 3 ساعات,200 SQM,منذ 49 دقائق,32200 SQM,شقة للبيع بدار السلام
"6,300,000 ج.م",مدينتي، القاهرة•منذ 3 ساعات,210 SQM,منذ 1 ساعة,34210 SQM,دوبلكس ريسيل متشطب الترا مودرن استلام فوري كمبوند ادريس ايست التجمع
"2,200,000 ج.م",مدينتي، القاهرة•منذ 3 ساعات,165 SQM,منذ 1 ساعة,32165 SQM,شقه للبيع في اللوتس الجنوبية
"4,200,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 3 ساعات,300 SQM,منذ 1 ساعة,44300 SQM,شقه 300م موقع متميز بزهراء المعادي
"1,250,000 ج.مقابل للتفاوض",الفردوس، 6 أكتوبر•منذ 3 ساعات,270 SQM,منذ 1 ساعة,32270 SQM,فرصه اخر بنت هاوس  علي مسجدالشربتلي بالسياحية (أ)
"3,200,000 ج.م",الفردوس، 6 أكتوبر•منذ 3 ساعات,126 SQM,منذ 1 ساعة,21126 SQM,شقه للبيع في اوبرا سيتي 6 اكتوبر Apartment for sale in opera city
"4,700,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 3 ساعات,200 SQM,منذ 1 ساعة,32200 SQM,شقة للبيع التجمع الاول شرق الاكاديمية الترا لوكس ٣غرف وليفنج و٢حمام
"1,600,000 ج.م",6 أكتوبر، الجيزة•منذ 3 ساعات,120 SQM,منذ 2 ساعات,21120 SQM,شقة هاي لوكس تمليك في سموحة بجوار مستشفي اندلسية سموحة
"1,750,000 ج.مقابل للتفاوض",القاهرة الجديدة - التجمع، القاهرة•منذ 3 ساعات,160 SQM,منذ 2 ساعات,32160 SQM,شقه لقطه سي فيو مباشر للقنال
"2,850,000 ج.م",مدينتي، القاهرة•منذ 3 ساعات,210 SQM,منذ 2 ساعات,33210 SQM,شقة ٢١٠ م كمبوند حياة دجلة المعادي بحري وفيو مميز علي نادي المصرية
"3,250,000 ج.م",مدينتي، مدينتي•منذ 3 ساعات,217 SQM,منذ 2 ساعات,43217 SQM,شقه استلام فوري بمنطقة الفيلات الاكثر تميزا 217 م
"1,600,000 ج.م",مدينتي، مدينتي•منذ 4 ساعات,126 SQM,منذ 2 ساعات,33126 SQM,امتلك شقة متشطبة استلام فوري فى كمبوند كابيتال ايست 2
"3,800,000 ج.م",مدينتي، القاهرة•منذ 4 ساعات,360 SQM,منذ 2 ساعات,33360 SQM,دوبليكس بموقع مميز بحديقة امام زيد بارك مباشرة
"2,750,000 ج.م",6 أكتوبر، الجيزة•منذ 4 ساعات,140 SQM,منذ 2 ساعات,33140 SQM,امتلك شقة في دار مصر القرنفل تشطيبات خاصه
"920,000 ج.م",لاروز، القاهرة الجديدة - التجمع•منذ 4 ساعات,100 SQM,منذ 3 ساعات,21100 SQM,شقه ١٠٠ متر للبيع في مدينتي استلام فوري في b15 تخصيص
"3,500,000 ج.م",مدينتي، القاهرة•منذ 4 ساعات,243 SQM,منذ 3 ساعات,32243 SQM,شقه نصف تشطيب للبيع بكمبوند فى السادس من اكتوبر
"6,100,000 ج.م",مدينتي، مدينتي•منذ 4 ساعات,211 SQM,منذ 3 ساعات,33211 SQM,شقه للبيع بمدينتي ٢١١م ارضي بحديقه apartment for
"3,850,000 ج.مقابل للتفاوض",روك إيدين، حدائق 6 اكتوبر•منذ 4 ساعات,185 SQM,منذ 3 ساعات,22185 SQM,للبيع شقة ١٨٥م غرب ارابيلا  من المالك مباشرة (الوسطاء يمتنعون نهائيا )
"2,800,000 ج.م",روك إيدين، حدائق 6 اكتوبر•منذ 4 ساعات,103 SQM,منذ 3 ساعات,32103 SQM,مدينتى شقه للبيع 103 متر مجموعه 67
"1,700,000 ج.م",جرين 5، الشيخ زايد•منذ 4 ساعات,135 SQM,منذ 3 ساعات,32135 SQM,شقه للبيع نص تشطيب اللوتس الشمالية خطوات لي التسعين الشمالى
"340,000 ج.مقابل للتفاوض",مدينة الرحاب، القاهرة•منذ 4 ساعات,90 SQM,منذ 3 ساعات,3190 SQM,شقة للبيع
"1,550,000 ج.مقابل للتفاوض",روك إيدين، حدائق 6 اكتوبر•منذ 4 ساعات,220 SQM,منذ 3 ساعات,42220 SQM,شقة ٢٢٠م لمحبين المساحات الواسعه و بأفضل موقع بمدينة الفردوس ٦ اكتوبر
"1,950,000 ج.مقابل للتفاوض",القاهرة الجديدة - التجمع، القاهرة•منذ 4 ساعات,175 SQM,منذ 3 ساعات,21175 SQM,"للجادين فقط والوسطاء يمتنعون
شقة للبيع بحي الاندلس بالتجمع الخامس"
"2,000,000 ج.م",مدينتي، القاهرة•منذ 4 ساعات,250 SQM,منذ 3 ساعات,32250 SQM,شقة تحفه مساحة 240 متر فيو مفتوح بحري الفردوس السادس من اكتوبر
"1,700,000 ج.م",مدينتي، مدينتي•منذ 5 ساعات,190 SQM,منذ 3 ساعات,32190 SQM,شقه للبيع بالمقطم شارع ٨١ خلف اولاد رجب
"4,250,000 ج.مقابل للتفاوض",مدينتي، مدينتي•منذ 5 ساعات,275 SQM,منذ 3 ساعات,43275 SQM,شقه للبيع تشطيب سوبر لوكس بدريم لاند ط الواحات ب مول مصر
"1,150,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 5 ساعات,105 SQM,منذ 3 ساعات,21105 SQM,شقة 105 متر تشطيب سوبر لوكس على الواجهة
"4,700,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 5 ساعات,340 SQM,منذ 3 ساعات,54340 SQM,"Duplex in mokattam, ultra lux, ready to move"
"1,400,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 5 ساعات,125 SQM,منذ 3 ساعات,21125 SQM,شقه للبيع الحي الثالث المجاوره الاولى
"2,350,000 ج.م",مدينتي، القاهرة•منذ 5 ساعات,230 SQM,منذ 3 ساعات,33230 SQM,شقه للبيع الحي الرابع المجاوره الخامسه
"3,900,000 ج.مقابل للتفاوض",القاهرة الجديدة - التجمع، القاهرة•منذ 5 ساعات,128 SQM,منذ 3 ساعات,21128 SQM,شقة استلام فوري ١٢٨بجنينه ٧٦م ب٣. ٩٠٠. ٠٠٠ كاش للبيع تاج سيتي
"2,300,000 ج.م",حدائق 6 اكتوبر، الجيزة•منذ 5 ساعات,65 SQM,منذ 3 ساعات,2165 SQM,شقه للبيع في مدينتي تشطيب خاص بجوار الخدمات
"2,700,000 ج.م",مدينتي، القاهرة•منذ 5 ساعات,96 SQM,منذ 3 ساعات,2296 SQM,بسعر مميز جدا لسرعه البيع شقه 96 م في مدينتي
"2,700,000 ج.مقابل للتفاوض",مدينة الرحاب، القاهرة•منذ 5 ساعات,96 SQM,منذ 4 ساعات,2296 SQM,شقه للبيع 96م مدينتي بموقع مميز في الB7
"2,200,000 ج.م",6 أكتوبر، الجيزة•منذ 5 ساعات,125 SQM,منذ 4 ساعات,31125 SQM,Apartment
"5,900,000 ج.م",المعادي، القاهرة•منذ 5 ساعات,211 SQM,منذ 4 ساعات,33211 SQM,شقه للبيع بمدينتي ٢١١م بالمراحل الثلاثه الاولى apartment for sale
"1,300,000 ج.مقابل للتفاوض",الخمائل، الشيخ زايد•منذ 5 ساعات,125 SQM,منذ 4 ساعات,31125 SQM,شقه للبيع
"2,400,000 ج.م",جوار، الشيخ زايد•منذ 5 ساعات,190 SQM,منذ 4 ساعات,33190 SQM,شقة للبيع 190م في السياحيه الاولى خلف مول العرب
"5,000,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 6 ساعات,200 SQM,منذ 4 ساعات,33200 SQM,شقه للبيع  داخل كمبوند بالتجمع تشطيب الترا سوبر لوكس الدور الارضي
"800,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 6 ساعات,200 SQM,منذ 4 ساعات,11200 SQM,رووف للبيع
"7,500,000 ج.م",الباتيو كازا، مدينة الشروق•منذ 6 ساعات,255 SQM,منذ 4 ساعات,44255 SQM,شقه للبيع بمدينتي ٢٥٥م ارضي بحديقه ٦٥م for sale in Madinaty
"750,000 ج.مقابل للتفاوض",مدينة الرحاب، القاهرة•منذ 6 ساعات,120 SQM,منذ 4 ساعات,31120 SQM,بسعر تجاري شقة للبيع بالحي اليوناني بالعاشر من رمضان
"800,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 6 ساعات,125 SQM,منذ 4 ساعات,31125 SQM,شقة لقطة للبيع بسيدي بشر ارض فضالي لدواعي السفر
"16,000,000 ج.م",المهندسين، الجيزة•منذ 6 ساعات,700 SQM,منذ 4 ساعات,45700 SQM,بنتهاوس تشطيب حديث في مكان مميز في مصر الجديدة
"3,000,000 ج.م",مدينتي، مدينتي•منذ 6 ساعات,96 SQM,منذ 4 ساعات,2296 SQM,شقه للبيع فيو جاردن 96م مدينتي في الB7
"2,500,000 ج.مقابل للتفاوض",مدينة الرحاب، القاهرة•منذ 6 ساعات,160 SQM,منذ 4 ساعات,33160 SQM,٣غرف بحري شقه بأكتوبر للبيع فوري بسعر الكاش بكمبوند روك ايدن فرصه لقطه
"2,500,000 ج.مقابل للتفاوض",الشيخ زايد، الجيزة•منذ 6 ساعات,160 SQM,منذ 4 ساعات,33160 SQM,بسعر الكاش بأكتوبر شقه للبيع فوري والجراج مجانا ٣غرف بحري متشطبه
"3,650,000 ج.م",الشيخ زايد، الجيزة•منذ 6 ساعات,191 SQM,منذ 4 ساعات,33191 SQM,شقة نصف تشطيب 191م للبيع في جرين 5 الشيخ زايد Green 5 Elshiekh Zayed
"7,000,000 ج.مقابل للتفاوض",الشيخ زايد، الجيزة•منذ 6 ساعات,196 SQM,منذ 4 ساعات,33196 SQM,للبيع بالرحاب شقة ١٩٦م تشطيبات خاصة بالكامل بالمرحلة الخامسة
"2,500,000 ج.مقابل للتفاوض",اوبرا سيتي، الشيخ زايد•منذ 6 ساعات,160 SQM,منذ 4 ساعات,33160 SQM,شقه للبيع ٣غرف بحري معاها باكيه الجراج مجانا بسعر الكاش
"1,500,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 6 ساعات,135 SQM,منذ 4 ساعات,32135 SQM,135 متر للبيع في التجمع الثالث في افضل لوكيشن وافضل فيو
"850,000 ج.م",6 أكتوبر، الجيزة•منذ 6 ساعات,100 SQM,منذ 4 ساعات,21100 SQM,شقه لقطه للبيع اقل من مليون جنيه
"1,950,000 ج.م",مدينتي، القاهرة•منذ 7 ساعات,85 SQM,منذ 4 ساعات,2185 SQM,للبيع في مدينتي شقه 85م تطل على وايد جاردن بسعر تحفه
"2,700,000 ج.مقابل للتفاوض",رحاب سيتي، مدينة الرحاب•منذ 7 ساعات,96 SQM,منذ 5 ساعات,2296 SQM,للبيع شقه ٩٦م في مدينتي b7 تشطيبات سوبر بجوار الخدمات مباشره
"3,300,000 ج.م",رحاب سيتي، مدينة الرحاب•منذ 7 ساعات,116 SQM,منذ 5 ساعات,32116 SQM,شقه للبيع 116م مدينتي بموقع مميز في الb11
"1,800,000 ج.م",6 أكتوبر، الجيزة•منذ 7 ساعات,175 SQM,منذ 5 ساعات,32175 SQM,شقة للبيع 175م في الحي الخامس منطقه الڤيلات اول سكن
"2,250,000 ج.م",6 أكتوبر، الجيزة•منذ 7 ساعات,165 SQM,منذ 5 ساعات,32165 SQM,شقة للبيع 165م في حي من الأحياء الراقية الحي الاول هاي لوكس اول سكن
"2,600,000 ج.مقابل للتفاوض",القاهرة الجديدة - التجمع، القاهرة•منذ 7 ساعات,200 SQM,منذ 5 ساعات,32200 SQM,بلوران ٢٠٠م ٣غرف ورسبشن ٤ و٢حمام وغرفه دراي صغيره. . . علي شارعين. . .
"1,200,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 7 ساعات,120 SQM,منذ 5 ساعات,22120 SQM,شقة للبيع في الحي الثاني قرب المحور اول سكن
"7,800,000 ج.م",سكاي كوندوز سوديك، القاهرة الجديدة - التجمع•منذ 7 ساعات,500 SQM,منذ 5 ساعات,84500 SQM,دور كامل للبيع فى افضل مكان فى عبدالمنعم رياض
"3,500,000 ج.مقابل للتفاوض",ماونتن فيو اى سيتي، القاهرة الجديدة - التجمع•منذ 7 ساعات,103 SQM,منذ 5 ساعات,21103 SQM,شقة كمباوند سيليا العاصمة الإدارية الشقة خالصة الثمن . . . .  Celia
"3,650,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 7 ساعات,135 SQM,منذ 5 ساعات,32135 SQM,شقه بمدينتي ١٣٥م بموقع متميز جدا  Madinaty for sale
"2,500,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 7 ساعات,370 SQM,منذ 5 ساعات,22370 SQM,شقة ١٥٦ متر صافي للبيع و تراس ٢١٥ متر خلف الميراج سيتي
"1,100,000 ج.مقابل للتفاوض",القاهرة الجديدة - التجمع، القاهرة•منذ 7 ساعات,145 SQM,منذ 5 ساعات,22145 SQM,145 متر للبيع في مدينة الفردوس
"6,500,000 ج.م",امورادا، القاهرة الجديدة - التجمع•منذ 7 ساعات,230 SQM,منذ 5 ساعات,33230 SQM,شقة على كورنيش النيل  مباشرا بالمعادي
"3,200,000 ج.م",مدينتي، مدينتي•منذ 7 ساعات,180 SQM,منذ 5 ساعات,22180 SQM,‏شقة للبيع شارع إسراء المهندسين الفرات شارع لبنان و شارع السودان
"67,000 ج.مقابل للتفاوض",بيفرلى هيلز، الشيخ زايد•منذ 7 ساعات,125 SQM,منذ 5 ساعات,21125 SQM,شقه في قناة السويس
"6,500,000 ج.م",رحاب سيتي، مدينة الرحاب•منذ 7 ساعات,250 SQM,منذ 5 ساعات,33250 SQM,للبيع في مدينتي شقه250م بانوارما علي النادي
"2,600,000 ج.مقابل للتفاوض",مدينتي، مدينتي•منذ 7 ساعات,108 SQM,منذ 5 ساعات,32108 SQM,للبيع شقة 108 متر بالمرحلة الثانية بالرحاب جنب السوق القديم مباشر
"700,000 ج.م",اب تاون كايرو، المقطم•منذ 7 ساعات,135 SQM,منذ 5 ساعات,31135 SQM,شقة للبيع في المعمورة ١٣٥م أمام بوابه المعمورة ( معمورة البلد)
"3,200,000 ج.م",المقصد، العاصمة الإدارية الجديدة•منذ 7 ساعات,220 SQM,منذ 5 ساعات,32220 SQM,شقه الترا سوبر لوكس للبيع بااميز مكان في مدينه نصر
"1,250,000 ج.م",المقصد، العاصمة الإدارية الجديدة•منذ 7 ساعات,165 SQM,منذ 5 ساعات,32165 SQM,شقة للبيع 165م في حي من الأحياء الراقية الحي الاول هاي لوكس اول سكن
"6,200,000 ج.مقابل للتفاوض",أندلس، القاهرة الجديدة - التجمع•منذ 7 ساعات,350 SQM,منذ 5 ساعات,43350 SQM,‏شقة دب لكس ميدان المحكمة خطوات من نادي الصيد
"2,800,000 ج.م",مدينتي، مدينتي•منذ 7 ساعات,210 SQM,منذ 5 ساعات,33210 SQM,فيو مميز جدا علي حمامات السباحة بحري شقة ٢١٠ م حياة دجلة المعادي
"2,300,000 ج.مقابل للتفاوض",رحاب سيتي، مدينة الرحاب•منذ 7 ساعات,180 SQM,منذ 5 ساعات,33180 SQM,شقه للبيع اكبرمساحه للمرحله3ب خمايل كمبوندالشيخ زايدخالصه دبل فيس180م
"5,800,000 ج.م",رحاب سيتي، مدينة الرحاب•منذ 7 ساعات,220 SQM,منذ 5 ساعات,33220 SQM,شقة 220م للبيع بسعر مميز في جوار الشيخ زايد - Jewar Elshiekh Zayed
"2,600,000 ج.م",بالم باركس، 6 أكتوبر•منذ 7 ساعات,120 SQM,منذ 5 ساعات,21120 SQM,"2 Bedroom Apartment Super Luxe, Mohandeseen"
"730,000 ج.مقابل للتفاوض",رحاب سيتي، مدينة الرحاب•منذ 7 ساعات,70 SQM,منذ 6 ساعات,2170 SQM,شقه ٧٠م للبيع في التجمع الثالث محليه الثالثه
"6,100,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 7 ساعات,220 SQM,منذ 6 ساعات,33220 SQM,شقة لقطة تشطيب الترا سوبر لوكس ٢٢٠ متر للبيع بالتجمع
"8,200,000 ج.م",مدينتي، مدينتي•منذ 7 ساعات,190 SQM,منذ 6 ساعات,34190 SQM,للبيع بنتهاوس (ريسيل) متشطب في الباتيو كازا
"7,500,000 ج.م",رحاب سيتي، مدينة الرحاب•منذ 7 ساعات,200 SQM,منذ 6 ساعات,33200 SQM,متاح تمليك الرحاب
